v_net_count,success_count,inservice_count,total_revenue,total_cost,total_time_revenue,total_time_cost,long_term_r2c_ratio,long_term_time_r2c_ratio,num_running_p_net_nodes,event_id,event_type,event_time,p_net_available_resource,p_net_node_available_resource,p_net_link_available_resource,p_net_node_resource_utilization,p_net_link_resource_utilization,v_net_id,v_net_lifetime,v_net_arrival_time,v_net_departure_time,v_net_num_nodes,v_net_num_egdes,result,node_slots,link_paths,node_slots_info,link_paths_info,node_slots_by_time,link_paths_by_time,node_migrations,active_time_slots,current_time_slot,v_net_cost,v_net_revenue,v_net_demand,v_net_node_demand,v_net_link_demand,v_net_node_revenue,v_net_link_revenue,v_net_node_cost,v_net_link_cost,v_net_path_cost,v_net_r2c_ratio,v_net_time_cost,v_net_time_revenue,v_net_time_rc_ratio,description,v_net_violation,v_net_single_step_violation,v_net_place_violation,v_net_route_violation,v_net_budget,v_net_place_budget,v_net_route_budget,place_result,route_result,early_rejection,revoke_times,selected_actions,num_placed_nodes,num_routed_links
17,5,4,263.6666666666667,706.6666666666665,74494.47359378845,197030.90463537665,0.3731132075471699,0.37808522338994055,9,19,1,215.0,13013,8721,4292,0.0322902796271638,0.06695652173913047,16,287.2662043787416,215.0,502.2662043787416,2,1,True,"{0: np.int64(3), 1: np.int64(32)}","{(0, 1): [(np.int64(3), 30), (30, 39), (39, 38), (38, 2), (2, 32)]}","{(0, np.int64(3)): {'cpu': 11, 'gpu': 7, 'ram': 9}, (1, np.int64(32)): {'cpu': 18, 'gpu': 1, 'ram': 2}}","{((0, 1), (np.int64(3), 30)): {'bw': 18}, ((0, 1), (30, 39)): {'bw': 18}, ((0, 1), (39, 38)): {'bw': 18}, ((0, 1), (38, 2)): {'bw': 18}, ((0, 1), (2, 32)): {'bw': 18}}",OrderedDict(),OrderedDict(),OrderedDict(),[],,106.0,34.0,32.0,16.0,18,16.0,18,16.0,90,72,0.32075471698113206,30450.217664146607,9767.050948877213,92.14199008374729,Success,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,0,[],2.0,1.0
18,5,4,263.6666666666667,706.6666666666665,74494.47359378845,197030.90463537665,0.3731132075471699,0.37808522338994055,9,20,1,228.0,13013,8721,4292,0.0322902796271638,0.06695652173913047,17,598.0539005666851,228.0,826.0539005666851,2,1,False,"{0: np.int64(19), 1: np.int64(15)}","{(0, 1): []}","{(0, np.int64(19)): {'cpu': 14, 'gpu': 4, 'ram': 14}, (1, np.int64(15)): {'cpu': 5, 'gpu': 18, 'ram': 18}}",{},OrderedDict(),OrderedDict(),OrderedDict(),[],,0.0,0.0,48.666666666666664,24.333333333333332,1,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,Route Failure,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,0,[],2.0,1.0
19,5,4,263.6666666666667,706.6666666666665,74494.47359378845,197030.90463537665,0.3731132075471699,0.37808522338994055,9,21,1,243.0,13013,8721,4292,0.0322902796271638,0.06695652173913047,18,31.05764796265785,243.0,274.0576479626578,4,4,False,"{0: np.int64(19), 1: np.int64(15), 2: np.int64(25), 3: np.int64(29)}","{(0, 1): []}","{(0, np.int64(19)): {'cpu': 12, 'gpu': 2, 'ram': 16}, (1, np.int64(15)): {'cpu': 0, 'gpu': 8, 'ram': 1}, (2, np.int64(25)): {'cpu': 9, 'gpu': 19, 'ram': 0}, (3, np.int64(29)): {'cpu': 16, 'gpu': 10, 'ram': 5}}",{},OrderedDict(),OrderedDict(),OrderedDict(),[],,0.0,0.0,65.33333333333333,32.666666666666664,34,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,Route Failure,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,0,[],4.0,1.0
20,5,4,263.6666666666667,706.6666666666665,74494.47359378845,197030.90463537665,0.3731132075471699,0.37808522338994055,9,22,1,257.0,13013,8721,4292,0.0322902796271638,0.06695652173913047,19,549.4562400290198,257.0,806.4562400290198,3,2,False,"{0: np.int64(19), 1: np.int64(15), 2: np.int64(25)}","{(0, 1): []}","{(0, np.int64(19)): {'cpu': 5, 'gpu': 6, 'ram': 19}, (1, np.int64(15)): {'cpu': 11, 'gpu': 20, 'ram': 6}, (2, np.int64(25)): {'cpu': 19, 'gpu': 6, 'ram': 2}}",{},OrderedDict(),OrderedDict(),OrderedDict(),[],,0.0,0.0,62.666666666666664,31.333333333333332,11,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,Route Failure,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,0,[],3.0,1.0
21,5,4,263.6666666666667,706.6666666666665,74494.47359378845,197030.90463537665,0.3731132075471699,0.37808522338994055,9,23,1,271.0,13013,8721,4292,0.0322902796271638,0.06695652173913047,20,555.2987166471902,271.0,826.2987166471902,4,5,False,"{0: np.int64(19), 1: np.int64(15), 2: np.int64(25), 3: np.int64(0)}","{(0, 1): []}","{(0, np.int64(19)): {'cpu': 5, 'gpu': 13, 'ram': 19}, (1, np.int64(15)): {'cpu': 13, 'gpu': 17, 'ram': 8}, (2, np.int64(25)): {'cpu': 9, 'gpu': 3, 'ram': 13}, (3, np.int64(0)): {'cpu': 4, 'gpu': 13, 'ram': 5}}",{},OrderedDict(),OrderedDict(),OrderedDict(),[],,0.0,0.0,81.33333333333333,40.666666666666664,41,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,Route Failure,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,0,[],4.0,1.0
21,5,4,263.6666666666667,706.6666666666665,74494.47359378845,197030.90463537665,0.3731132075471699,0.37808522338994055,9,24,0,274.0576479626578,13013,8721,4292,0.0322902796271638,0.06695652173913047,18,31.05764796265785,243.0,274.0576479626578,4,4,False,{},{},{},{},OrderedDict(),OrderedDict(),OrderedDict(),[274.0576479626578],274.0576479626578,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,Leave Event,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,0,[],,
22,5,4,263.6666666666667,706.6666666666665,74494.47359378845,197030.90463537665,0.3731132075471699,0.37808522338994055,9,25,1,281.0,13013,8721,4292,0.0322902796271638,0.06695652173913047,21,118.10335266700388,281.0,399.1033526670039,5,7,False,"{0: np.int64(3), 1: np.int64(19), 2: np.int64(15), 3: np.int64(25), 4: np.int64(29)}","{(0, 1): [(np.int64(3), 19)], (0, 2): [(np.int64(3), 30), (30, 39), (39, 38), (38, 2), (2, 32), (32, 34), (34, 24), (24, 25), (25, 9), (9, 15)], (0, 4): [(np.int64(3), 30), (30, 39), (39, 38), (38, 2), (2, 32), (32, 34), (34, 24), (24, 25), (25, 9), (9, 29)], (1, 2): []}","{(0, np.int64(3)): {'cpu': 6, 'gpu': 7, 'ram': 3}, (1, np.int64(19)): {'cpu': 12, 'gpu': 13, 'ram': 10}, (2, np.int64(15)): {'cpu': 10, 'gpu': 5, 'ram': 18}, (3, np.int64(25)): {'cpu': 14, 'gpu': 15, 'ram': 3}, (4, np.int64(29)): {'cpu': 8, 'gpu': 10, 'ram': 14}}","{((0, 1), (np.int64(3), 19)): {'bw': 18}, ((0, 2), (np.int64(3), 30)): {'bw': 5}, ((0, 2), (30, 39)): {'bw': 5}, ((0, 2), (39, 38)): {'bw': 5}, ((0, 2), (38, 2)): {'bw': 5}, ((0, 2), (2, 32)): {'bw': 5}, ((0, 2), (32, 34)): {'bw': 5}, ((0, 2), (34, 24)): {'bw': 5}, ((0, 2), (24, 25)): {'bw': 5}, ((0, 2), (25, 9)): {'bw': 5}, ((0, 2), (9, 15)): {'bw': 5}, ((0, 4), (np.int64(3), 30)): {'bw': 4}, ((0, 4), (30, 39)): {'bw': 4}, ((0, 4), (39, 38)): {'bw': 4}, ((0, 4), (38, 2)): {'bw': 4}, ((0, 4), (2, 32)): {'bw': 4}, ((0, 4), (32, 34)): {'bw': 4}, ((0, 4), (34, 24)): {'bw': 4}, ((0, 4), (24, 25)): {'bw': 4}, ((0, 4), (25, 9)): {'bw': 4}, ((0, 4), (9, 29)): {'bw': 4}}",OrderedDict(),OrderedDict(),OrderedDict(),[],,0.0,0.0,98.66666666666667,49.333333333333336,57,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,Route Failure,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,0,[],5.0,4.0
23,6,5,380.0,1100.0,82523.14225774264,224176.54653642522,0.34545454545454546,0.3681167523219647,13,26,1,291.0,12509,8555,3954,0.05071016422547714,0.14043478260869569,22,69.01434381622515,291.0,360.01434381622516,5,6,True,"{0: np.int64(3), 1: np.int64(19), 2: np.int64(15), 3: np.int64(25), 4: np.int64(29)}","{(0, 3): [(np.int64(3), 30), (30, 39), (39, 38), (38, 2), (2, 32), (32, 34), (34, 7), (7, 25)], (1, 2): [(np.int64(19), 3), (3, 30), (30, 39), (39, 38), (38, 2), (2, 32), (32, 34), (34, 7), (7, 8), (8, 9), (9, 15)], (1, 3): [(np.int64(19), 3), (3, 30), (30, 39), (39, 38), (38, 2), (2, 32), (32, 34), (34, 7), (7, 25)], (1, 4): [(np.int64(19), 3), (3, 30), (30, 39), (39, 38), (38, 2), (2, 32), (32, 34), (34, 7), (7, 8), (8, 9), (9, 29)], (2, 3): [(np.int64(15), 9), (9, 25)], (3, 4): [(np.int64(25), 9), (9, 29)]}","{(0, np.int64(3)): {'cpu': 8, 'gpu': 1, 'ram': 14}, (1, np.int64(19)): {'cpu': 4, 'gpu': 14, 'ram': 16}, (2, np.int64(15)): {'cpu': 17, 'gpu': 17, 'ram': 20}, (3, np.int64(25)): {'cpu': 1, 'gpu': 7, 'ram': 1}, (4, np.int64(29)): {'cpu': 18, 'gpu': 11, 'ram': 17}}","{((0, 3), (np.int64(3), 30)): {'bw': 12}, ((0, 3), (30, 39)): {'bw': 12}, ((0, 3), (39, 38)): {'bw': 12}, ((0, 3), (38, 2)): {'bw': 12}, ((0, 3), (2, 32)): {'bw': 12}, ((0, 3), (32, 34)): {'bw': 12}, ((0, 3), (34, 7)): {'bw': 12}, ((0, 3), (7, 25)): {'bw': 12}, ((1, 2), (np.int64(19), 3)): {'bw': 14}, ((1, 2), (3, 30)): {'bw': 14}, ((1, 2), (30, 39)): {'bw': 14}, ((1, 2), (39, 38)): {'bw': 14}, ((1, 2), (38, 2)): {'bw': 14}, ((1, 2), (2, 32)): {'bw': 14}, ((1, 2), (32, 34)): {'bw': 14}, ((1, 2), (34, 7)): {'bw': 14}, ((1, 2), (7, 8)): {'bw': 14}, ((1, 2), (8, 9)): {'bw': 14}, ((1, 2), (9, 15)): {'bw': 14}, ((1, 3), (np.int64(19), 3)): {'bw': 0}, ((1, 3), (3, 30)): {'bw': 0}, ((1, 3), (30, 39)): {'bw': 0}, ((1, 3), (39, 38)): {'bw': 0}, ((1, 3), (38, 2)): {'bw': 0}, ((1, 3), (2, 32)): {'bw': 0}, ((1, 3), (32, 34)): {'bw': 0}, ((1, 3), (34, 7)): {'bw': 0}, ((1, 3), (7, 25)): {'bw': 0}, ((1, 4), (np.int64(19), 3)): {'bw': 2}, ((1, 4), (3, 30)): {'bw': 2}, ((1, 4), (30, 39)): {'bw': 2}, ((1, 4), (39, 38)): {'bw': 2}, ((1, 4), (38, 2)): {'bw': 2}, ((1, 4), (2, 32)): {'bw': 2}, ((1, 4), (32, 34)): {'bw': 2}, ((1, 4), (34, 7)): {'bw': 2}, ((1, 4), (7, 8)): {'bw': 2}, ((1, 4), (8, 9)): {'bw': 2}, ((1, 4), (9, 29)): {'bw': 2}, ((2, 3), (np.int64(15), 9)): {'bw': 19}, ((2, 3), (9, 25)): {'bw': 19}, ((3, 4), (np.int64(25), 9)): {'bw': 14}, ((3, 4), (9, 29)): {'bw': 14}}",OrderedDict(),OrderedDict(),OrderedDict(),[],,393.33333333333337,116.33333333333334,110.66666666666667,55.333333333333336,61,55.333333333333336,61,55.333333333333336,338,277,0.2957627118644068,27145.641901048562,8028.668663954193,20.411869484629303,Success,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,0,[],5.0,6.0
24,6,5,380.0,1100.0,82523.14225774264,224176.54653642522,0.34545454545454546,0.3681167523219647,13,27,1,303.0,12509,8555,3954,0.05071016422547714,0.14043478260869569,23,189.48098306823778,303.0,492.4809830682378,4,4,False,"{0: np.int64(37), 1: np.int64(30), 2: np.int64(20), 3: np.int64(25)}","{(0, 2): []}","{(0, np.int64(37)): {'cpu': 18, 'gpu': 14, 'ram': 18}, (1, np.int64(30)): {'cpu': 11, 'gpu': 0, 'ram': 4}, (2, np.int64(20)): {'cpu': 20, 'gpu': 12, 'ram': 7}, (3, np.int64(25)): {'cpu': 9, 'gpu': 9, 'ram': 3}}",{},OrderedDict(),OrderedDict(),OrderedDict(),[],,0.0,0.0,83.33333333333333,41.666666666666664,53,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,Route Failure,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,0,[],4.0,1.0
25,6,5,380.0,1100.0,82523.14225774264,224176.54653642522,0.34545454545454546,0.3681167523219647,13,28,1,313.0,12509,8555,3954,0.05071016422547714,0.14043478260869569,24,226.051028173193,313.0,539.051028173193,2,1,False,"{0: np.int64(37), 1: np.int64(30)}","{(0, 1): []}","{(0, np.int64(37)): {'cpu': 13, 'gpu': 13, 'ram': 19}, (1, np.int64(30)): {'cpu': 16, 'gpu': 18, 'ram': 17}}",{},OrderedDict(),OrderedDict(),OrderedDict(),[],,0.0,0.0,64.0,32.0,7,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,Route Failure,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,0,[],2.0,1.0
25,6,5,380.0,1100.0,82523.14225774264,224176.54653642522,0.34545454545454546,0.3681167523219647,13,29,0,319.78285915037816,12509,8555,3954,0.05071016422547714,0.14043478260869569,4,267.78285915037816,52.0,319.78285915037816,5,5,False,{},{},{},{},OrderedDict(),OrderedDict(),OrderedDict(),[319.78285915037816],319.78285915037816,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,Leave Event,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,0,[],,
26,7,6,445.0,1315.0,109967.04512889723,314952.5329563981,0.33840304182509506,0.34915434429645,15,30,1,326.0,12220,8444,3776,0.06302707501109628,0.1791304347826087,25,422.2138903254551,326.0,748.2138903254552,3,2,True,"{0: np.int64(37), 1: np.int64(30), 2: np.int64(20)}","{(0, 2): [(np.int64(37), 36), (36, 2), (2, 4), (4, 29), (29, 15), (15, 12), (12, 20)], (1, 2): [(np.int64(30), 3), (3, 4), (4, 29), (29, 15), (15, 12), (12, 20)]}","{(0, np.int64(37)): {'cpu': 17, 'gpu': 10, 'ram': 1}, (1, np.int64(30)): {'cpu': 14, 'gpu': 20, 'ram': 20}, (2, np.int64(20)): {'cpu': 3, 'gpu': 10, 'ram': 16}}","{((0, 2), (np.int64(37), 36)): {'bw': 10}, ((0, 2), (36, 2)): {'bw': 10}, ((0, 2), (2, 4)): {'bw': 10}, ((0, 2), (4, 29)): {'bw': 10}, ((0, 2), (29, 15)): {'bw': 10}, ((0, 2), (15, 12)): {'bw': 10}, ((0, 2), (12, 20)): {'bw': 10}, ((1, 2), (np.int64(30), 3)): {'bw': 18}, ((1, 2), (3, 4)): {'bw': 18}, ((1, 2), (4, 29)): {'bw': 18}, ((1, 2), (29, 15)): {'bw': 18}, ((1, 2), (15, 12)): {'bw': 18}, ((1, 2), (12, 20)): {'bw': 18}}",OrderedDict(),OrderedDict(),OrderedDict(),[],,215.0,65.0,74.0,37.0,28,37.0,28,37.0,178,150,0.3023255813953488,90775.98641997285,27443.902871154583,127.64605986583526,Success,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,0,[],3.0,2.0
27,8,7,485.0,1379.0,121513.53134748914,333426.9109061452,0.35170413343002177,0.3644382842922161,16,31,1,340.0,12092,8348,3744,0.07367953839325347,0.18608695652173912,26,288.66215546479805,340.0,628.662155464798,3,2,True,"{0: np.int64(25), 1: np.int64(33), 2: np.int64(38)}","{(0, 1): [(np.int64(25), 7), (7, 34), (34, 33)], (0, 2): [(np.int64(25), 7), (7, 34), (34, 32), (32, 2), (2, 38)]}","{(0, np.int64(25)): {'cpu': 20, 'gpu': 6, 'ram': 20}, (1, np.int64(33)): {'cpu': 16, 'gpu': 9, 'ram': 12}, (2, np.int64(38)): {'cpu': 2, 'gpu': 2, 'ram': 9}}","{((0, 1), (np.int64(25), 7)): {'bw': 4}, ((0, 1), (7, 34)): {'bw': 4}, ((0, 1), (34, 33)): {'bw': 4}, ((0, 2), (np.int64(25), 7)): {'bw': 4}, ((0, 2), (7, 34)): {'bw': 4}, ((0, 2), (34, 32)): {'bw': 4}, ((0, 2), (32, 2)): {'bw': 4}, ((0, 2), (2, 38)): {'bw': 4}}",OrderedDict(),OrderedDict(),OrderedDict(),[],,64.0,40.0,64.0,32.0,8,32.0,8,32.0,32,24,0.625,18474.377949747075,11546.486218591923,180.4138471654988,Success,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,0,[],3.0,2.0
28,8,7,485.0,1379.0,121513.53134748914,333426.9109061452,0.35170413343002177,0.3644382842922161,16,32,1,352.0,12092,8348,3744,0.07367953839325347,0.18608695652173912,27,2227.2486903045265,352.0,2579.2486903045265,3,2,False,"{0: np.int64(24), 1: np.int64(6), 2: np.int64(32)}","{(0, 1): []}","{(0, np.int64(24)): {'cpu': 9, 'gpu': 8, 'ram': 7}, (1, np.int64(6)): {'cpu': 10, 'gpu': 1, 'ram': 0}, (2, np.int64(32)): {'cpu': 12, 'gpu': 5, 'ram': 1}}",{},OrderedDict(),OrderedDict(),OrderedDict(),[],,0.0,0.0,35.333333333333336,17.666666666666668,21,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,Route Failure,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,0,[],3.0,1.0
28,8,6,485.0,1379.0,121513.53134748914,333426.9109061452,0.35170413343002177,0.3644382842922161,16,33,0,360.01434381622516,12596,8514,4082,0.05525965379494013,0.1126086956521739,22,69.01434381622515,291.0,360.01434381622516,5,6,False,{},{},{},{},OrderedDict(),OrderedDict(),OrderedDict(),[360.01434381622516],360.01434381622516,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,Leave Event,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,0,[],,
29,9,7,555.0,1579.0,125280.76028622431,344190.4221596742,0.35148828372387586,0.3639867707536179,16,34,1,363.0,12320,8400,3920,0.0679094540612517,0.14782608695652177,28,53.81755626764529,363.0,416.8175562676453,3,2,True,"{0: np.int64(3), 1: np.int64(19), 2: np.int64(15)}","{(0, 1): [(np.int64(3), 19)], (1, 2): [(np.int64(19), 3), (3, 30), (30, 39), (39, 38), (38, 2), (2, 32), (32, 34), (34, 7), (7, 8), (8, 9), (9, 15)]}","{(0, np.int64(3)): {'cpu': 18, 'gpu': 18, 'ram': 18}, (1, np.int64(19)): {'cpu': 20, 'gpu': 7, 'ram': 3}, (2, np.int64(15)): {'cpu': 8, 'gpu': 10, 'ram': 12}}","{((0, 1), (np.int64(3), 19)): {'bw': 19}, ((1, 2), (np.int64(19), 3)): {'bw': 13}, ((1, 2), (3, 30)): {'bw': 13}, ((1, 2), (30, 39)): {'bw': 13}, ((1, 2), (39, 38)): {'bw': 13}, ((1, 2), (38, 2)): {'bw': 13}, ((1, 2), (2, 32)): {'bw': 13}, ((1, 2), (32, 34)): {'bw': 13}, ((1, 2), (34, 7)): {'bw': 13}, ((1, 2), (7, 8)): {'bw': 13}, ((1, 2), (8, 9)): {'bw': 13}, ((1, 2), (9, 15)): {'bw': 13}}",OrderedDict(),OrderedDict(),OrderedDict(),[],,200.0,70.0,76.0,38.0,32,38.0,32,38.0,162,130,0.35,10763.511253529057,3767.2289387351702,18.83614469367585,Success,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,0,[],3.0,2.0
30,10,8,583.3333333333334,1683.3333333333333,128600.0317576912,356413.1512251935,0.34653465346534656,0.3608173023796125,17,35,1,378.0,12197,8372,3825,0.07101642254771412,0.1684782608695652,29,117.15075781647884,378.0,495.15075781647886,2,1,True,"{0: np.int64(0), 1: np.int64(29)}","{(0, 1): [(np.int64(0), 34), (34, 7), (7, 8), (8, 9), (9, 29)]}","{(0, np.int64(0)): {'cpu': 0, 'gpu': 3, 'ram': 3}, (1, np.int64(29)): {'cpu': 10, 'gpu': 6, 'ram': 6}}","{((0, 1), (np.int64(0), 34)): {'bw': 19}, ((0, 1), (34, 7)): {'bw': 19}, ((0, 1), (7, 8)): {'bw': 19}, ((0, 1), (8, 9)): {'bw': 19}, ((0, 1), (9, 29)): {'bw': 19}}",OrderedDict(),OrderedDict(),OrderedDict(),[],,104.33333333333334,28.333333333333336,18.666666666666668,9.333333333333334,19,9.333333333333334,19,9.333333333333334,95,76,0.2715654952076677,12222.729065519294,3319.271471466901,31.814103560385625,Success,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,0,[],2.0,1.0
31,11,9,625.0,1727.0,132264.89745424542,360253.93047518237,0.36189924724956574,0.3671435236800478,18,36,1,395.0,12092,8280,3812,0.08122503328894803,0.17130434782608694,30,87.95677671730145,395.0,482.95677671730147,3,2,True,"{0: np.int64(0), 1: np.int64(2), 2: np.int64(24)}","{(0, 1): [(np.int64(0), 2)], (0, 2): [(np.int64(0), 34), (34, 24)]}","{(0, np.int64(0)): {'cpu': 2, 'gpu': 6, 'ram': 0}, (1, np.int64(2)): {'cpu': 18, 'gpu': 20, 'ram': 4}, (2, np.int64(24)): {'cpu': 18, 'gpu': 11, 'ram': 13}}","{((0, 1), (np.int64(0), 2)): {'bw': 9}, ((0, 2), (np.int64(0), 34)): {'bw': 2}, ((0, 2), (34, 24)): {'bw': 2}}",OrderedDict(),OrderedDict(),OrderedDict(),[],,43.66666666666667,41.66666666666667,61.333333333333336,30.666666666666668,11,30.666666666666668,11,30.666666666666668,13,2,0.9541984732824428,3840.7792499888305,3664.8656965542277,83.92822205849376,Success,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,0,[],3.0,2.0
31,11,9,625.0,1727.0,132264.89745424542,360253.93047518237,0.36189924724956574,0.3671435236800478,18,37,0,396.5412081515425,12092,8280,3812,0.08122503328894803,0.17130434782608694,7,304.5412081515425,92.0,396.5412081515425,5,4,False,{},{},{},{},OrderedDict(),OrderedDict(),OrderedDict(),[396.5412081515425],396.5412081515425,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,Leave Event,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,0,[],,
31,11,9,625.0,1727.0,132264.89745424542,360253.93047518237,0.36189924724956574,0.3671435236800478,18,38,0,399.1033526670039,12092,8280,3812,0.08122503328894803,0.17130434782608694,21,118.10335266700388,281.0,399.1033526670039,5,7,False,{},{},{},{},OrderedDict(),OrderedDict(),OrderedDict(),[399.1033526670039],399.1033526670039,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,Leave Event,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,0,[],,
32,12,10,646.3333333333334,1754.3333333333333,143558.15318658052,374723.4143822367,0.368421052631579,0.38310430487309766,19,39,1,409.0,12034,8234,3800,0.08632933865956505,0.17391304347826086,31,529.3713624532078,409.0,938.3713624532078,2,1,True,"{0: np.int64(0), 1: np.int64(6)}","{(0, 1): [(np.int64(0), 4), (4, 6)]}","{(0, np.int64(0)): {'cpu': 1, 'gpu': 15, 'ram': 12}, (1, np.int64(6)): {'cpu': 12, 'gpu': 1, 'ram': 5}}","{((0, 1), (np.int64(0), 4)): {'bw': 6}, ((0, 1), (4, 6)): {'bw': 6}}",OrderedDict(),OrderedDict(),OrderedDict(),[],,27.333333333333336,21.333333333333336,30.666666666666668,15.333333333333334,6,15.333333333333334,6,15.333333333333334,12,6,0.7804878048780488,14469.483907054348,11293.255732335101,413.1678926464061,Success,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,0,[],2.0,1.0
32,12,10,646.3333333333334,1754.3333333333333,143558.15318658052,374723.4143822367,0.368421052631579,0.38310430487309766,19,40,0,410.9136391555293,12034,8234,3800,0.08632933865956505,0.17391304347826086,3,368.9136391555293,42.0,410.9136391555293,2,1,False,{},{},{},{},OrderedDict(),OrderedDict(),OrderedDict(),[410.9136391555293],410.9136391555293,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,Leave Event,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,0,[],,
32,12,9,646.3333333333334,1754.3333333333333,143558.15318658052,374723.4143822367,0.368421052631579,0.38310430487309766,19,41,0,416.8175562676453,12310,8348,3962,0.07367953839325347,0.138695652173913,28,53.81755626764529,363.0,416.8175562676453,3,2,False,{},{},{},{},OrderedDict(),OrderedDict(),OrderedDict(),[416.8175562676453],416.8175562676453,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,Leave Event,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,0,[],,
